id,ExpNum,Inv,MU,Plot,Month,Year,TreeNum,HT,BLC,Rad0,Rad90,Rad180,Rad270,Comments
4227,1,13,28,12,8,2007,62300,8.7,7.9,0,0,0,0,leans 90 degrees NW
6935,1,12,8,42,8,2008,23800,8.7,7.6,5.6,6.1,0,7.8,Dead top
2278,1,12,22,42,8,2014,24100,10.7,40.1,8.6,8.5,1.8,5.3,"J-SHAPED, LEAN"
5067,1,13,29B,11,7,2011,35200,10.9,6.2,3.8,0,3.4,3.9,BT
3985,1,13,27,12,7,2007,22600,11.5,5.2,2.4,2.3,1.1,0.7,Dieback/Lean
4428,1,13,28,51,8,2007,94900,11.5,8.2,0,2.3,2.7,2.7,Broken Top at 13.6
6217,1,13,6,22,8,2010,74600,11.7,4,0,18.1,0,0,Lean 85º
2335,1,11,22,42,6,2004,93500,12.3,5.2,7,0,0,0,"Longest branch is 7', leaning at 30* angle"
2362,1,11,22,54,6,2004,31400,12.6,4.2,6.7,0,8.2,3,Leaning & J-shaped
1703,1,15,20,31,10,2008,33900,13.9,10.1,4.3,0,0,6.9,
7046,1,25,9,14,8,2013,94500,14.4,4.1,14.5,3.6,12.6,14.6,
3607,1,13,24,43,8,2005,42200,14.6,6.7,2.1,1.7,9.7,9.8,"Broken Top, severely broken"
1622,1,13,17,31,6,2005,64300,15,8.8,0,16.1,8.7,0,45 degree lean
7307,1,22,9,23,9,2008,42200,15.2,39.8,4.4,6.4,11.3,5.4,Top Lean
7075,1,22,9,14,9,2008,42500,15.8,42.9,6.4,4.7,5.5,6.9,
421,1,17,12,32,8,2014,94700,16,11.5,4.4,3.5,0,4.3,BROKEN TOP
1764,1,15,20,35,10,2008,64000,16,,3.7,3.4,5.4,4.3,BLC data Removed
462,1,15,12,32,6,2004,94700,16.1,6,2,2,1.5,1,Broken top
917,1,13,15,13,8,2007,93000,16.6,7.3,2.8,1.6,4.6,3.9,
6937,1,12,8,42,8,2008,32800,16.9,6.7,0,8.5,9.3,0,Dead top
6000,1,13,4,23,7,2009,34600,17.3,4.5,6.1,7.7,0,2.8,"BT / Dying@12'.6"""
2123,1,12,21,34,11,2011,95100,17.5,16.6,0,0,3.1,0,"BT, Dead top, Lean NE"
6950,1,12,8,42,8,2008,55100,17.6,1.8,5.6,10,5.4,4,Dead top
7304,1,22,9,23,9,2008,30900,17.7,41.4,10.2,7.9,7.7,9.1,
6941,1,12,8,42,8,2008,51400,17.9,5.6,4.5,0,0,3,
6216,1,13,6,22,8,2010,74500,18.1,5.5,3.1,2.6,3.9,4.3,Dead Top
7313,1,22,9,23,9,2008,55000,18.3,54.5,6.9,10.4,9.8,10,
880,1,13,15,11,8,2007,62200,18.6,8.4,4.6,4.8,5.9,6.6,
1835,1,15,20,44,10,2008,32500,18.7,7.4,2.2,1.6,3.9,2.1,Broken Top @ 20ft
2038,1,12,21,32,11,2011,84800,18.8,12.9,0,0,0.1,0,Dead top
913,1,13,15,13,8,2007,81100,18.9,7,7,3,7.5,8.2,
1760,1,15,20,35,10,2008,60800,19,6.4,8.3,0,0,8.3,
2337,1,12,22,54,8,2014,3100,19.1,7.5,-5.5,0,7.6,0,J-SHAPED
6122,1,13,4,43,7,2009,55800,19.2,8.5,5.4,5.3,3.9,3.5,
2318,1,11,22,42,6,2004,3500,19.4,7.3,3,3.8,4.7,5.4,J-shaped
1932,1,15,20,55,10,2008,84700,19.5,14.8,0,4.6,3.9,0,dead top
6073,1,13,4,41,7,2009,42800,19.5,4.8,5.9,6.7,5,5.1,DT
2124,1,12,21,34,11,2011,95200,19.7,13.5,6.5,3.1,4.2,8.1,"BT, 45° lean NE"
855,1,13,15,11,8,2007,2000,19.9,6.8,1.4,4.8,7.7,8.2,
6804,1,12,8,11,8,2008,24900,19.9,6.2,5.2,4.9,5.3,9.4,"Dead Top, Forked top"
866,1,13,15,11,8,2007,23100,20,12.5,3.6,4.6,1.5,3.1,Broken Top; lean north
1351,1,20,16,34,8,2005,83600,20,11.7,4,5.8,6.7,3.3,Broken top
1870,1,15,20,51,10,2008,31100,20,6.9,4.9,7.9,7.5,4.8,Broken top
6022,1,13,4,31,7,2009,2500,20,5.7,0,9.4,7.1,4.4,BT
1390,1,22,16,34,6,2011,83600,20.1,10.4,6.1,6.2,6.5,3.4,"BT, Lean"
877,1,13,15,11,8,2007,54400,20.3,5.9,4.9,6.1,5,5.8,
3630,1,13,24,43,8,2005,73000,20.3,13.2,5.5,0,0,0,
4401,1,13,28,51,8,2007,43200,20.7,9.8,1.1,2.9,4,7.6,Dead top/Lean
7267,1,20,9,23,6,2003,54800,20.7,4,5.3,7.8,9.3,1,Broken top
955,1,13,15,31,8,2007,52800,20.9,5.2,6.5,7.1,11,3.3,lean/Broken Top; top 10' dead
1766,1,15,20,35,10,2008,64600,20.9,7.8,1.9,5.9,8.4,8.7,porcupine damage
2256,1,11,22,34,6,2004,15000,20.9,7.2,4.2,6.1,3.5,5.8,7' of top is desd
3498,1,13,24,31,8,2005,34500,20.9,6,5.8,7.5,6.4,5.7,
4807,1,13,29A,52,5,2004,11900,20.9,8.3,5.6,3.5,3.5,4.8,
2360,1,11,22,54,6,2004,3100,21,6.2,0,2.1,2.9,3.1,Leaning & J-shaped
2034,1,12,21,32,11,2011,63800,21.1,6.9,6.3,0,5.2,7.7,Lean/sweeps West
906,1,13,15,13,8,2007,53700,21.2,5.9,8.1,6.7,6.8,5.3,
919,1,13,15,13,8,2007,94000,21.2,8.8,4,4.3,5,5.7,
7042,1,25,9,14,8,2013,83800,21.3,4.5,11.5,11.9,5.6,7,
4855,1,13,29A,52,5,2004,85000,21.4,2.9,4.2,7.8,7,4.2,
6091,1,13,4,41,7,2009,92300,21.5,4.9,6.9,6.3,6.5,7.4,FT / BT
896,1,13,15,13,8,2007,14500,21.6,9.2,8,7.2,2.5,7.1,
4171,1,13,27,64,7,2007,33800,21.6,7.3,7.4,6.5,5.9,5.7,
916,1,13,15,13,8,2007,92300,21.7,6.2,0.8,2.4,8.2,5.4,lean
4033,1,13,27,24,7,2007,63100,21.7,13.5,6.1,2.9,3.3,4.2,
4290,1,13,28,31,8,2007,2100,21.7,9.8,1.2,0.7,3.7,3.3,Dead top
984,1,13,15,42,8,2007,94500,21.8,21.6,6.1,3.1,6.9,10.6,
6203,1,13,6,22,8,2010,44500,21.8,11.3,1.5,4.11,4.2,1.6,Lean
4180,1,13,27,64,7,2007,52600,21.9,7.9,9.3,6.1,8.2,6.4,
49,1,13,10,11,8,2010,83900,22,7.1,3.1,5.4,3.8,5.1,
2363,1,11,22,54,6,2004,42900,22,7.9,3.1,7,3.3,5.6,
5293,1,12,30,13,10,2011,55000,22,6.2,0,14.6,0,0,"Ground creep then sweeps up, FT (East), BT"
7310,1,22,9,23,9,2008,43200,22,12.5,6.7,0,0,0,BT
922,1,13,15,15,8,2007,2800,22.1,4.7,9.2,1.2,1.4,7.3,leaning
2020,1,12,21,32,11,2011,43400,22.1,8,10.9,3.9,0,3,"45° lean North, top straightens up"
4016,1,13,27,24,7,2007,14600,22.1,9.1,6.4,3.2,3.8,4,
4031,1,13,27,24,7,2007,54600,22.1,9.5,7.1,5.4,4.1,6.5,leaning
6938,1,12,8,42,8,2008,41800,22.1,4.6,6.5,8.2,5,2.3,
905,1,13,15,13,8,2007,52600,22.2,3.6,5.8,6.9,4.8,2.8,Dead top
2269,1,11,22,34,6,2004,94200,22.2,9.3,3.9,5.7,5.5,5.2,
7107,1,25,9,21,8,2013,43300,22.3,2.9,9.4,9.5,7.3,9.2,
892,1,13,15,13,8,2007,900,22.4,8.8,6.5,6.7,2.6,40,
3509,1,13,24,31,8,2005,53400,22.4,8.8,3.4,3.6,3.6,6.7,Broken top
6806,1,12,8,11,8,2008,31900,22.5,9.6,5.4,6.3,0,2.5,"Dead Top, Lean"
6986,1,12,8,71,8,2008,44500,22.5,12.2,0,0,9.6,0,"Lean South, Broken top"
1374,1,22,16,34,6,2011,52700,22.6,9.9,1.5,4.4,0,4.8,Big lean
2035,1,12,21,32,11,2011,72200,22.6,17.9,7.1,4.1,2.7,5.5,"Lean/sweeps West, dead top"
2087,1,12,21,34,11,2011,53500,22.7,9,8.9,1.9,2.8,8.6,Lean West
6124,1,13,4,43,7,2009,62900,22.7,8.8,7,2.6,3.3,6.4,
9,1,13,10,11,8,2010,3900,22.8,17.6,0,0,5.2,3.2,BT
435,1,15,12,32,6,2004,34000,22.8,8,1,6.7,8.8,10.9,
4721,1,14,29A,32,8,2006,71200,22.9,11.5,3.8,3.2,3.8,3.4,
453,1,15,12,32,6,2004,81300,23,13,0,0,0,0,Leaning
2024,1,12,21,32,11,2011,50800,23,11,0,1.9,5.5,8.3,"45° lean South, sweeps up"
4806,1,13,29A,52,5,2004,11500,23,12.9,5,3.8,5.8,4.6,
6942,1,12,8,42,8,2008,51500,23,6.9,2.5,5.8,7.4,0,
4018,1,13,27,24,7,2007,24000,23.2,8.6,7.9,9.6,10.2,9.3,
4837,1,13,29A,52,5,2004,51700,23.2,6.8,5.3,4.9,5.5,5,
5341,1,12,30,21,10,2011,13900,23.2,15.8,0,9,0,0,"Nearly dead, Lean East"
7007,1,12,8,72,8,2008,44600,23.2,4.8,4.9,4.4,5.5,5.3,
98,1,13,10,34,8,2010,64100,23.3,2.8,4.4,6,3.6,9.6,FT / BT
2127,1,11,22,13,6,2004,43500,23.3,5,4.7,5.5,3.6,1.7,
6905,1,12,8,23,8,2008,23500,23.3,2.4,4.4,6.3,8,5.2,
52,1,13,10,11,8,2010,93600,23.4,6,3,6.1,4.1,6.6,
2280,1,12,22,42,8,2014,24500,23.4,11.5,3.7,4.3,3.3,5.1,BT
83,1,13,10,34,8,2010,1700,23.5,14.3,7.6,4.11,3.5,5.1,DT / Lean
4285,1,13,28,22,8,2007,84700,23.5,12.8,0,11.4,0,0,"Dead top, severer lean to NE"
198,1,17,12,15,8,2014,24900,23.6,5.3,4.1,2,13.2,3.4,
4177,1,13,27,64,7,2007,42500,23.6,9.8,0,0,0,0,new lean 45 degrees ?
889,1,13,15,11,8,2007,91800,23.8,12.8,0,0,10.7,0,lean
2367,1,11,22,54,6,2004,75200,23.8,11.3,5.4,4.4,2.5,4.9,
4062,1,13,27,33,7,2007,15301,23.8,14.9,6.5,2,0,5,
4680,1,13,29A,32,5,2004,73300,23.9,5,4.3,3.8,4.8,4.9,
5727,1,11,32A,4,7,2009,61700,23.9,15.1,0,0,0,0,Lean 30° / J-Shape
2262,1,11,22,34,6,2004,43100,24,6.3,5.5,5.1,2.4,5.7,
2017,1,12,21,32,11,2011,34500,24.1,10,2.11,3.4,7.5,4.11,J shape/sweep South
7130,1,20,9,21,6,2003,12800,24.1,6.2,4.2,7.2,8,2.9,
85,1,13,10,34,8,2010,13800,24.2,6.2,6.5,6.1,6.11,2.1,BT / J Shaped
942,1,13,15,15,8,2007,95000,24.3,2.5,6.1,6,5.3,9.5,
2195,1,11,22,31,6,2004,4700,24.3,10,3.3,4,4.2,5.3,
352,1,15,12,23,6,2004,35100,24.4,8.5,5.9,6.9,6,5.7,Broken top
451,1,15,12,32,6,2004,80900,24.5,8,3.5,2.5,2.6,5.4,
930,1,13,15,15,8,2007,65100,24.5,5.1,5.7,5.5,4.3,4.2,
2274,1,12,22,42,8,2014,3500,24.5,10.3,0,0,0,0,"J-SHAPED, SW-ward LEAN"
6276,1,13,6,42,8,2010,34900,24.5,3,8.5,5.5,0.9,2.9,J Shaped
7162,1,22,9,21,9,2008,4300,24.5,2.5,4.3,6.2,9.6,8.7,
2128,1,11,22,13,6,2004,54800,24.6,8.3,6.5,6.8,4.4,4.1,
4828,1,13,29A,52,5,2004,42000,24.6,10.4,5.3,4.5,4.4,5.4,
1911,1,15,20,55,10,2008,35200,24.7,22.2,0,0,6.6,0,"almost dead, lean South"
6080,1,13,4,41,7,2009,50600,24.7,13.1,4.4,4.7,6.4,6.4,BT
101,1,13,10,34,8,2010,74700,24.8,6,5,4.8,6.1,6.6,
378,1,15,12,23,6,2004,93200,24.8,12.4,7.9,3.4,1.5,8.4,
5444,1,12,30,51,10,2011,34100,24.8,9.9,3.11,5.4,4.6,5.9,FT
5426,1,12,30,51,10,2011,15200,24.9,16.4,0,0,7.6,1.7,"45° lean, BT"
6039,1,13,4,31,7,2009,42600,24.9,7.4,4.8,7.3,3.4,0,BT
6103,1,13,4,43,7,2009,25000,24.9,7,2.2,3.1,5.1,3.5,
6816,1,12,8,11,8,2008,61300,24.9,5.3,9.2,4.8,5.3,7.3,
6873,1,12,8,14,8,2008,53500,24.9,4.7,5.3,4.4,6.4,6.5,
560,1,15,12,43,6,2004,92100,25,10.5,4.8,7.6,8.7,8.1,
943,1,13,15,31,8,2007,700,25,4.5,5.8,7,3.8,7.1,
4277,1,13,28,22,8,2007,74400,25,13.1,0,,9.9,0,Top leans
5550,1,12,30,73,10,2011,73900,25,12.3,1.1,5.7,5.5,7.3,BT
6016,1,13,4,23,7,2009,72800,25,5.5,8,5,4.4,6.3,
6213,1,13,6,22,8,2010,72700,25,15.6,3,3.1,1.6,1.6,Lean
7312,1,22,9,23,9,2008,54800,25,4.4,7.8,9.4,9.6,3.4,FT
2129,1,11,22,22,6,2004,4200,25.1,7.5,3.9,2.5,4.8,2.4,
2251,1,12,22,34,8,2014,91400,25.1,6.9,-2.2,0,10.4,0,"LEAN, J-SHAPE"
2265,1,11,22,34,6,2004,75000,25.1,7.5,3.8,5.5,4.7,4,
2361,1,11,22,54,6,2004,13300,25.1,11.5,2.5,1,5.9,3.4,Leaning & J-shaped
4491,1,13,29A,31,5,2004,34700,25.1,10.6,4.4,2.9,4.9,6.8,Forked top
4834,1,13,29A,52,5,2004,45000,25.1,10.7,4,3.7,2.3,5.7,
6808,1,12,8,11,8,2008,35100,25.1,8.4,3.5,3.8,4.2,4.1,
7182,1,22,9,21,9,2008,61400,25.2,4.5,2.8,9.4,10.5,2.9,
7275,1,20,9,23,6,2003,74500,25.2,7.4,6.2,5.3,3.1,5,
2117,1,12,21,34,11,2011,92100,25.3,10,6.3,1.9,7,6.1,FT
2244,1,12,22,34,8,2014,74900,25.3,7,8.6,1.9,4.3,7.9,BT
6176,1,13,6,12,8,2010,74400,25.3,8.7,1.9,16.4,2.1,0,Lean 45º
7419,1,20,9,32,6,2003,71100,25.3,11.7,6.9,3.2,2.6,6.6,Broken top
978,1,13,15,42,8,2007,82100,25.4,8.3,3.3,0.4,3.6,10.2,lean
1675,1,15,20,12,10,2008,74800,25.4,11.8,6.9,5.7,6.7,5.3,
2205,1,11,22,31,6,2004,85200,25.4,6.2,5.7,4.7,5,5.7,
3992,1,13,27,12,7,2007,41600,25.4,9.5,1.5,3.8,4.3,1.5,Leaning
6231,1,13,6,25,8,2010,53000,25.4,15.5,4.1,2.3,3.4,8.5,
1323,1,20,16,34,8,2005,13400,25.5,6,7.7,6.1,11,7.5,Broken top
2259,1,11,22,34,6,2004,23100,25.5,1.5,5.2,3.2,5.7,5.7,
7440,1,20,9,32,6,2003,93500,25.5,12,6.8,0,1,10.4,Broken top
1901,1,15,20,55,10,2008,4800,25.6,5.4,4.5,4.5,5.6,5.6,
5000,1,15,29A,52,8,2009,53500,25.6,7.8,3.6,4.8,5.9,4,BT
5996,1,13,4,23,7,2009,25000,25.6,4.9,4.3,5.8,3.3,6.1,
6002,1,13,4,23,7,2009,41800,25.6,4.5,3.7,4.5,6.5,5.3,
6803,1,12,8,11,8,2008,15000,25.6,6.7,6.4,4.1,5.2,5.5,Weeviled top
7479,1,22,9,32,9,2008,73600,25.6,44.4,0.8,0,2.7,3.6,
383,1,17,12,32,8,2014,4900,25.7,11.2,-2.7,0,13.1,0,
868,1,13,15,11,8,2007,24000,25.7,3.5,3.9,7.5,7.9,7.1,
902,1,13,15,13,8,2007,44200,25.7,4.1,7,6.7,7.9,7.9,
4924,1,14,29A,52,8,2006,74400,25.7,8.2,3.8,7.7,6.1,3,
4002,1,13,27,12,7,2007,85200,25.8,9.3,7.6,10,6.5,5.1,
4019,1,13,27,24,7,2007,25000,25.8,7.1,5.2,3,3.5,6.5,
4860,1,13,29A,52,5,2004,93700,25.8,6.8,6,3.1,6.5,6.4,
5031,1,13,29B,11,7,2011,1300,25.8,12.6,3.2,4.4,6.2,0,
1625,1,13,17,31,6,2005,84600,25.9,7.7,10.3,8.2,7.3,4.5,
3584,1,13,24,41,8,2005,74700,25.9,4.7,9,4.1,2.9,8.9,Broken top
4672,1,13,29A,32,5,2004,53600,25.9,12,3.4,3.2,3.9,4.7,Broken top
4013,1,13,27,24,7,2007,5200,26.1,11.9,4.5,4.6,3.2,4.8,top damaged
4492,1,13,29A,31,5,2004,34800,26.1,10.9,2.8,2.6,3.8,3.8,
4499,1,13,29A,31,5,2004,44900,26.1,5,5,4.1,5.4,4,
4671,1,13,29A,32,5,2004,52300,26.1,4,7.5,7.3,6.3,5.3,Broken top
5558,1,12,30,73,10,2011,83800,26.1,50.5,5.1,2.1,2.11,4.5,
6098,1,13,4,43,7,2009,13600,26.1,5.1,7.8,5.3,6.6,11.3,
7223,1,25,9,23,8,2013,54800,26.1,4.3,9.9,12,11.1,3.8,Animal Damage
928,1,13,15,15,8,2007,64900,26.2,5.3,11.4,3.7,6.8,4.7,
2250,1,12,22,34,8,2014,84700,26.2,8.1,3.6,4.6,6.2,4.6,BT
4668,1,13,29A,32,5,2004,44000,26.2,7,7.4,3.7,4.2,4.2,
5269,1,12,30,13,10,2011,26000,26.2,11.7,3.11,4.1,2,5.1,Sweep South
1432,1,20,16,56,8,2005,43000,26.3,16.7,0,0,0,16.9,Leaning
6807,1,12,8,11,8,2008,33000,26.3,10.3,4.8,5.4,4.1,4.7,
4485,1,13,29A,31,5,2004,25000,26.4,3.3,4.4,3.8,5.8,4.2,
6811,1,12,8,11,8,2008,43700,26.4,9.7,4.1,0,6.8,5.7,
976,1,13,15,42,8,2007,63000,26.5,9.1,1,0.5,4.1,12.5,lean
1640,1,13,17,33,6,2005,35200,26.5,10.4,4.8,4.8,4.2,4.9,Broken top
2214,1,12,22,34,8,2014,4600,26.5,8.7,2.9,2.4,5.1,6.9,BT
4172,1,13,27,64,7,2007,34900,26.5,2.3,7.1,7.5,5.8,5.1,
4407,1,13,28,51,8,2007,53400,26.5,4,4.8,3.8,6.7,6.6,
4408,1,13,28,51,8,2007,62000,26.5,12,5.6,2.5,2.8,3.9,
4481,1,13,29A,31,5,2004,12600,26.5,5.6,6.3,4.9,6.7,6.5,
6260,1,13,6,25,8,2010,85000,26.5,4.3,5.9,0,8,8.4,Lean
1346,1,20,16,34,8,2005,70700,26.6,8.9,3.5,7,4,2.9,Broken top
1711,1,15,20,31,10,2008,53500,26.6,10.8,2.2,4.8,7.5,7.6,Broken Top Forked Top
4094,1,13,27,34,7,2007,44500,26.6,26,3.3,2.4,4.6,8.9,
4265,1,13,28,22,8,2007,52000,26.6,22.2,2.3,1.5,3,2.8,Dead top
6202,1,13,6,22,8,2010,44000,26.6,7.2,6,2.3,4.1,5.3,
7023,1,12,8,72,8,2008,94900,26.6,0.6,3.9,5.8,4.8,5.1,
89,1,13,10,34,8,2010,33100,26.7,10.2,5.6,3.7,4.6,6,
2339,1,12,22,54,8,2014,13600,26.7,4.8,6.1,6.9,8.8,10.2,WT
3565,1,13,24,41,8,2005,50600,26.7,17.2,4.6,3.9,3.7,1,Broken top
4027,1,13,27,24,7,2007,51400,26.7,10.1,6.1,2.2,3.7,1.1,
4478,1,13,29A,31,5,2004,4700,26.7,6.5,5.6,3.7,4.2,4.8,
197,1,17,12,15,8,2014,22700,26.8,3.3,6.9,8.6,7,3.8,
1550,1,13,17,11,6,2005,94000,26.8,10.2,2,1,9.7,13.1,Broken top
2365,1,11,22,54,6,2004,44000,26.8,13.4,2.1,2.8,1.2,3.6,
3559,1,13,24,41,8,2005,33100,26.8,4,6.4,6.7,5.6,3.4,
4268,1,13,28,22,8,2007,54800,26.8,11.8,5.8,1.3,4,9.3,lean
4510,1,13,29A,31,5,2004,74500,26.8,6.9,3.5,4.1,3.7,2.7,
4654,1,13,29A,32,5,2004,5100,26.8,5,5.2,4.3,5.3,4.1,
6175,1,13,6,12,8,2010,73500,26.8,6.6,6.1,5.3,2.5,4.1,
7006,1,12,8,72,8,2008,43300,26.8,7.2,6,9.8,5.9,4.5,Forked top
1634,1,13,17,33,6,2005,14000,26.9,10.9,2.8,6,6.6,5,
1707,1,15,20,31,10,2008,42800,26.9,8.2,0,2,9.9,1,hard lean SW
4420,1,13,28,51,8,2007,74600,26.9,3.5,7,5.4,4.6,4.6,
4678,1,13,29A,32,5,2004,72000,26.9,13,5.5,4.1,4.5,5.6,
871,1,13,15,11,8,2007,44000,27,3.5,5.8,6.3,7.1,4.5,
900,1,13,15,13,8,2007,34600,27,6.2,5.5,4,5.2,5.3,
2013,1,12,21,32,11,2011,33200,27,10,3.11,2.5,3.3,7.1,Top sweeps East then West
2095,1,12,21,34,11,2011,55200,27,9.1,6.1,6.7,5,4.5,Sweep
4196,1,13,27,64,7,2007,93200,27,5.9,5.8,6.9,7.6,4.4,Broken top
4789,1,14,29A,32,8,2006,84900,27,6.2,7.3,5.5,6.2,5.4,
4854,1,13,29A,52,5,2004,83700,27,6.5,3.8,3.6,6.8,7.1,
6134,1,13,4,43,7,2009,74500,27,6.3,4.1,3.6,4.6,4.1,
234,1,15,12,15,6,2004,24900,27.1,5,1.4,3,5.7,6.8,
915,1,13,15,13,8,2007,91900,27.1,14.4,3.3,7.9,6.1,2.2,lean
2194,1,11,22,31,6,2004,4600,27.1,15.4,5.6,4,3.8,7.7,
4932,1,14,29A,52,8,2006,82800,27.1,5.6,4,3.7,5,4.5,
6220,1,13,6,22,8,2010,85000,27.1,17.5,1.8,5.6,5.9,1.6,BT / Lean
6878,1,12,8,14,8,2008,64100,27.1,3.2,5.9,4.7,4.3,5,
4555,1,14,29A,31,8,2006,44300,27.2,8.4,6.3,3,8,7.1,Broken top
6977,1,12,8,71,8,2008,21100,27.2,10,3.5,7.4,4.4,7.2,
65,1,13,10,23,8,2010,43900,27.3,7.9,5.6,4.4,3.2,3.8,
2255,1,11,22,34,6,2004,11100,27.3,5,4,6.7,5,3.9,
6020,1,13,4,23,7,2009,85200,27.3,9.5,7.1,10.2,10.4,9.5,FT / WT
6218,1,13,6,22,8,2010,80200,27.3,7,5.11,4,7,4.3,
6943,1,12,8,42,8,2008,53400,27.3,7.8,8.8,8.9,3.3,7.8,
908,1,13,15,13,8,2007,63000,27.4,4.5,5.9,6.6,8.2,7.3,
4108,1,13,27,61,7,2007,14900,27.4,5.8,7.4,9.9,10.5,8.3,
4669,1,13,29A,32,5,2004,44400,27.4,7.5,5.6,4.3,5.9,4.1,Broken top
6114,1,13,4,43,7,2009,43300,27.4,7,4.9,3.6,4.6,7,
6338,1,13,6,53,8,2010,92900,27.4,9,6.9,4.1,2.11,7.8,BT
6872,1,12,8,14,8,2008,53400,27.4,0.7,6.2,5.7,4.8,4.9,
991,1,13,15,44,8,2007,23100,27.5,6.1,3.8,4.2,5.6,5,
4818,1,13,29A,52,5,2004,24400,27.5,9.9,7.6,4.2,5.7,4.8,
7131,1,20,9,21,6,2003,12900,27.5,4.8,8,7.6,8.3,9.5,
78,1,13,10,23,8,2010,81600,27.6,15.6,2.3,6.4,6.8,4,FT
4276,1,13,28,22,8,2007,74200,27.6,13.3,2.1,7.8,7.5,0,
4847,1,13,29A,52,5,2004,74000,27.6,3.8,8.5,5.5,3.8,6,
5819,1,11,32A,52,7,2009,63200,27.6,12.1,3.2,4.8,8.5,4.2,BT / FT
6860,1,12,8,14,8,2008,25000,27.6,14.3,2,2.8,6.1,4.6,
7004,1,12,8,72,8,2008,33900,27.6,10.9,3.9,4.1,4.5,5.5,
899,1,13,15,13,8,2007,31800,27.7,6.3,5.9,4.5,6.5,6.2,
1698,1,15,20,31,10,2008,25000,27.7,8.7,6.6,9.2,6,1.4,
4683,1,13,29A,32,5,2004,75000,27.7,9,6.7,3.6,4.1,5.4,
5011,1,15,29A,52,8,2009,74400,27.7,7.7,4,6.6,4.5,3.3,
5169,1,13,29B,22,7,2011,83600,27.7,7,4.4,6.1,6.3,3.8,
5349,1,12,30,21,10,2011,24500,27.7,11.5,0,6,5,3.9,"Lean North, Top sweeps East"
6162,1,13,6,12,8,2010,44500,27.7,19.3,3,1.8,1.4,5.6,BT
6819,1,12,8,11,8,2008,74200,27.7,4.5,6.6,8.8,8.2,4.8,
6899,1,12,8,23,8,2008,3300,27.7,5.7,6.9,0,7.8,9.5,
2193,1,11,22,31,6,2004,1000,27.8,15.4,5.1,5.4,5.8,7.4,
7181,1,22,9,21,9,2008,60800,27.8,6.3,7.4,2.9,3.5,8,
504,1,17,12,43,8,2014,71300,27.9,18.4,4.9,3,0.9,8.1,
1921,1,15,20,55,10,2008,54000,27.9,19.9,3.6,9.8,3.1,2.6,Lean East
4060,1,13,27,33,7,2007,14101,27.9,11.9,0,4.3,8,6.8,Broken top
5735,1,11,32A,4,7,2009,83000,27.9,15.1,5.5,6,5.9,5.4,
6927,1,12,8,42,8,2008,1500,27.9,10.9,6.4,5.5,4.5,6.8,
7323,1,22,9,23,9,2008,81100,27.9,7.7,5.8,0,0,0,
1611,1,13,17,31,6,2005,14100,28,7.4,5,5.9,2.5,1.2,
1830,1,15,20,44,10,2008,13400,28,7.7,3.6,9.7,11.6,4.9,
4496,1,13,29A,31,5,2004,43000,28,3.7,6.2,5.5,6.7,3,
4738,1,14,29A,32,8,2006,94000,28,7,3.4,2.6,3.7,4,
4820,1,13,29A,52,5,2004,25100,28,8.4,4.8,6.3,4.4,5.2,
4905,1,14,29A,52,8,2006,44300,28,7.9,4.8,6,5.8,4.1,
5744,1,11,32A,4,7,2009,94800,28,16.4,8,2.6,6.2,4.2,BT
6204,1,13,6,22,8,2010,44600,28,12.3,4.3,4.9,4.5,3.1,
6222,1,13,6,25,8,2010,3600,28,5.5,3.4,4.1,4.6,2.4,
6275,1,13,6,42,8,2010,34800,28,5,7.8,6.5,3.5,6.9,Lean
1781,1,15,20,35,10,2008,92400,28.1,11.2,7.3,8.8,5.4,7.7,
2036,1,12,21,32,11,2011,73300,28.1,7.6,3.2,4.8,5.6,4.4,
2196,1,11,22,31,6,2004,8800,28.1,11.9,4,5.1,4.9,5.3,
2323,1,11,22,42,6,2004,34800,28.1,7.1,4.3,3.3,3.2,4.8,
4500,1,13,29A,31,5,2004,53300,28.1,3.3,3.6,4.4,5.9,6.3,
4522,1,14,29A,31,8,2006,2500,28.1,11.1,2.9,3.9,3.5,3,
4539,1,14,29A,31,8,2006,25000,28.1,5.2,4.5,3.8,5.6,4.5,
4687,1,13,29A,32,5,2004,83300,28.1,7.5,5.1,4.3,3.4,3.2,
4724,1,14,29A,32,8,2006,73300,28.1,7.1,5.7,4.1,5.4,6.7,
6188,1,13,6,22,8,2010,14700,28.1,7.6,5.7,5.1,7,3,WT
6956,1,12,8,42,8,2008,70900,28.1,10.5,3.7,2.8,2.3,4.8,
7005,1,12,8,72,8,2008,34900,28.1,11.7,3.9,2.8,5.6,4.9,
1573,1,13,17,14,6,2005,54400,28.2,12.9,2.6,10.4,3.8,9.4,Broken top
1702,1,15,20,31,10,2008,33200,28.2,10.6,0,0,2,8.8,
2203,1,11,22,31,6,2004,43500,28.2,5.9,7.4,4.8,8.9,7,
4206,1,13,28,12,8,2007,5100,28.2,20,4.4,5.2,4.2,6.1,lean
4293,1,13,28,31,8,2007,5000,28.2,8.3,5.1,5.8,4.5,6.3,
4413,1,13,28,51,8,2007,63900,28.2,9.5,2.6,3.3,6.4,6.4,
4508,1,13,29A,31,5,2004,72000,28.2,6.9,7.2,7.4,6.2,5.3,
4802,1,13,29A,52,5,2004,4300,28.2,6,2.9,5.7,7,5.1,
