id,ExpNum,Inv,MU,Plot,Month,Year,TreeNum,HT,BLC,Rad0,Rad90,Rad180,Rad270,Comments
3996,1,13,27,12,7,2007,65100,32.5,10.3,4.3,3.3,2.8,5.4,wound on bole
4245,1,13,28,22,8,2007,4900,32.5,9.2,3.6,2.8,7.5,5.5,
4558,1,14,29A,31,8,2006,53300,32.5,5.2,3.2,4.6,7,5.4,
4849,1,13,29A,52,5,2004,74900,32.5,12.1,5.2,5,4.1,3.8,
4882,1,14,29A,52,8,2006,23400,32.5,11.7,5.3,5,5.9,8.3,
4931,1,14,29A,52,8,2006,82000,32.5,9.6,5.3,3.5,4.1,6,
5740,1,11,32A,4,7,2009,92700,32.5,9.7,6.3,6.7,7,3.6,
856,1,13,15,11,8,2007,4500,32.6,8.2,7.5,5,9.3,7.3,
1303,1,22,16,31,6,2011,52800,32.6,14.4,7.1,3,6.6,9.1,Lean
3988,1,13,27,12,7,2007,34700,32.6,9.2,10.1,11.5,12.4,5.1,
4155,1,13,27,62,7,2007,54000,32.6,22.9,2.7,2.3,1.9,7.1,lean
4569,1,14,29A,31,8,2006,72000,32.6,10.1,6.4,8,5.5,5.3,
4584,1,15,29A,31,8,2006,2500,32.6,11.1,3.9,4.5,5.7,2.5,
4706,1,14,29A,32,8,2006,34000,32.6,1.8,4.9,3.2,4.5,5.2,
4745,1,14,29A,32,8,2006,4500,32.6,11,5.3,4.1,3.7,3.5,
4972,1,15,29A,52,8,2009,25100,32.6,12.6,6.7,7.1,5.4,7.7,
5028,1,15,29A,52,8,2009,93700,32.6,9.2,5.4,4.4,4.5,9.7,
5223,1,13,29B,35,7,2011,63500,32.6,18.4,2.2,3.8,5.2,2.5,
5287,1,12,30,13,10,2011,44800,32.6,11.5,0,5,8.1,8.5,"Sweep, FT"
5707,1,11,32A,4,7,2009,14600,32.6,14.1,5.8,4.7,4.3,6.8,
6190,1,13,6,22,8,2010,15000,32.6,8.8,3.6,4,5.11,3.3,
188,1,15,12,12,6,2004,95000,32.7,4.5,6.5,6.9,5.8,6.7,
882,1,13,15,11,8,2007,71000,32.7,9.8,7.1,6.1,8.7,9.2,Weeviled top
957,1,13,15,31,8,2007,54800,32.7,6.5,6,8.2,8.3,5.9,
969,1,13,15,42,8,2007,13700,32.7,6.8,5.3,3,9.9,9.5,
1359,1,22,16,34,6,2011,13400,32.7,8.3,8,8,12.3,9.3,
1524,1,13,17,11,6,2005,2600,32.7,14.4,0.5,2.4,3,5,
1799,1,15,20,43,10,2008,25100,32.7,8.2,4.3,4,6.7,5.8,lean S
2139,1,12,22,31,8,2014,4000,32.7,13.5,2.9,3.2,4.6,4.7,WT
2316,1,12,22,42,8,2014,94600,32.7,16.3,4.3,2.3,2.1,3.8,
3595,1,13,24,43,8,2005,2900,32.7,11,4,8.4,4.9,3.2,Dead Top
3991,1,13,27,12,7,2007,40900,32.7,8.6,3.3,4.4,3.4,2.9,
4137,1,13,27,61,7,2007,94800,32.7,6,32.74,4.7,6.2,4.5,note from DM: Rad0 value unlikely
4353,1,13,28,43,8,2007,53800,32.7,21.2,2.6,5.3,5.8,4.3,
4482,1,13,29A,31,5,2004,14100,32.7,5.9,5.3,3.6,5.3,5,
4564,1,14,29A,31,8,2006,63600,32.7,7.7,7.1,4.6,4.6,7,
4571,1,14,29A,31,8,2006,74500,32.7,10.6,4.3,4.4,3.8,3.5,
4696,1,14,29A,32,8,2006,5100,32.7,6.3,5.2,4.3,4.9,5.4,
4916,1,14,29A,52,8,2006,54600,32.7,10.4,5.4,4.5,6.5,6.6,
5790,1,11,32A,13,7,2009,94500,32.7,10.9,4.3,4.1,5,4.7,
6244,1,13,6,25,8,2010,71900,32.7,9.1,2.9,4.11,4,3,
7219,1,25,9,23,8,2013,42800,32.7,1.5,4.9,6.7,11.5,10,
103,1,13,10,34,8,2010,84700,32.8,8.8,2.8,6.1,7.3,5.4,
980,1,13,15,42,8,2007,91300,32.8,9.9,5.1,2.1,5.7,6.2,
1845,1,15,20,44,10,2008,63800,32.8,3.6,4.4,6.8,6.6,3.6,
2333,1,11,22,42,6,2004,82400,32.8,6,5.2,5.8,6.4,4.3,
4444,1,13,28,63,8,2007,14300,32.8,10.7,6.9,5.2,7.5,6,
5060,1,13,29B,11,7,2011,25200,32.8,22.6,1.7,2.2,1.6,1.4,
5347,1,12,30,21,10,2011,23700,32.8,18.8,3.8,2.1,2.6,2.1,
5414,1,12,30,51,10,2011,13300,32.8,17.9,4.4,6.8,6.2,5.7,BT
6001,1,13,4,23,7,2009,34800,32.8,9.7,4.6,4.3,5.9,4.1,
6150,1,13,6,12,8,2010,22900,32.8,15.6,6.4,5.2,2.8,5.3,
6271,1,13,6,42,8,2010,24000,32.8,6.6,6.2,7.9,6.6,6.4,
164,1,15,12,12,6,2004,32500,32.9,3.4,7,5.3,5.3,4.7,
981,1,13,15,42,8,2007,93000,32.9,11.7,5,7.2,7.8,5.6,
1740,1,15,20,35,10,2008,3600,32.9,5,3.7,4.4,5.7,4.8,
1826,1,15,20,44,10,2008,3000,32.9,17.4,4.9,5.4,10.3,5.3,
1990,1,12,21,13,11,2011,82200,32.9,14.7,0.4,7.3,7,4.8,BT
3464,1,13,24,22,8,2005,63800,32.9,8.6,7.7,7.7,3.1,8.7,
4541,1,14,29A,31,8,2006,33000,32.9,4,4.4,4.7,5.3,4,
4708,1,14,29A,32,8,2006,35000,32.9,6.7,8.5,9.4,5.9,9.3,
4733,1,14,29A,32,8,2006,83300,32.9,8.6,6.1,3.9,3.3,4.2,
4735,1,14,29A,32,8,2006,85200,32.9,9.5,6,4.6,4.3,4.2,
4845,1,13,29A,52,5,2004,64000,32.9,0.9,5.7,6.7,7.4,6.9,
4926,1,14,29A,52,8,2006,74900,32.9,12.3,5.3,4.5,4.2,3.7,
5173,1,13,29B,22,7,2011,92900,32.9,7.6,4.6,3.4,2.3,6.3,
6924,1,12,8,23,8,2008,94700,32.9,9,3.1,5.9,5,3.4,
7112,1,25,9,21,8,2013,60800,32.9,7.7,9,4.4,5.1,9.1,
251,1,15,12,15,6,2004,82600,33,4,2.8,6.4,8.8,7.8,
438,1,15,12,32,6,2004,35200,33,10.9,5,3.1,5.3,2.5,
954,1,13,15,31,8,2007,52700,33,9.6,4.5,1.9,3.6,7.7,
966,1,13,15,31,8,2007,92900,33,11.6,0.4,10.6,6.4,3.9,Broken top
1127,1,20,16,12,8,2005,30400,33,9.4,4.6,6.8,7.5,4,
1367,1,22,16,34,6,2011,24400,33,13.6,5.9,5,5.5,5.7,
1601,1,13,17,24,6,2005,63600,33,3.6,7.4,3.9,3,3.6,Broken top
1851,1,15,20,44,10,2008,83000,33,12.2,3.3,5.3,8.2,0,
1948,1,12,21,13,11,2011,5100,33,13.1,4.6,6.8,2,5.2,"FT, Lean North"
2126,1,11,22,13,6,2004,42800,33,4,3.6,9.4,9.1,6.4,
4042,1,13,27,24,7,2007,83500,33,8.9,2.6,3.9,7.9,5.2,
4386,1,13,28,51,8,2007,30700,33,9.5,4.2,2.7,4.2,6.5,
4403,1,13,28,51,8,2007,43500,33,13.7,6.1,5.4,6.5,1.3,
4504,1,13,29A,31,5,2004,64500,33,9.5,4.5,4.5,4.7,6.5,
4514,1,13,29A,31,5,2004,84000,33,7.4,5,5.5,4.3,5.3,
4515,1,13,29A,31,5,2004,84600,33,7.4,3.2,2.9,4.3,3.8,
4631,1,15,29A,31,8,2006,63600,33,7.8,7.2,4.5,5.4,6.8,
4726,1,14,29A,32,8,2006,74300,33,10.7,4.3,3.6,4.7,3.6,
4857,1,13,29A,52,5,2004,91500,33,13.8,3.4,3.1,4.7,6,
5021,1,15,29A,52,8,2009,83700,33,7.1,4.1,4.8,6,7.5,
6200,1,13,6,22,8,2010,43800,33,6.9,2.1,1.6,1.4,6.2,
95,1,13,10,34,8,2010,54500,33.1,6.3,5.6,6.1,6.2,5.3,
418,1,17,12,32,8,2014,94000,33.1,8.3,3.1,5.2,7.8,3.2,
1015,1,20,16,11,8,2005,13000,33.1,8.6,6,4.6,4.7,4.7,
1028,1,20,16,11,8,2005,42700,33.1,13.7,3.5,3.6,4.5,4.5,Forked top
1295,1,22,16,31,6,2011,32400,33.1,8.8,7.5,8.1,10.5,2.4,
1354,1,20,16,34,8,2005,90600,33.1,9.9,6.7,5.8,2.8,3.2,
2322,1,11,22,42,6,2004,33700,33.1,3.5,5.7,5.7,3.4,5.7,
2348,1,12,22,54,8,2014,63500,33.1,13.6,5.3,3,6.7,5.3,
3641,1,13,24,43,8,2005,93700,33.1,11.9,0,5.1,4.2,0,
3993,1,13,27,12,7,2007,42100,33.1,9.4,3.7,3.7,2.8,3.1,
4040,1,13,27,24,7,2007,82300,33.1,12.4,4,6.8,2.5,3.4,
4091,1,13,27,34,7,2007,14500,33.1,38,7.8,7.5,8.3,5.6,
4354,1,13,28,43,8,2007,54500,33.1,14.2,3.9,7.2,5.7,4.6,
4530,1,14,29A,31,8,2006,5100,33.1,10.1,4.9,6.1,5,4.4,
4613,1,15,29A,31,8,2006,40200,33.1,6.5,4.7,5.7,6.3,4.3,
4619,1,15,29A,31,8,2006,43800,33.1,7.8,4.2,2.9,3.9,4.8,
4725,1,14,29A,32,8,2006,74200,33.1,5.1,6.9,5,6.2,5.9,
4775,1,14,29A,32,8,2006,72000,33.1,13.5,5.4,4.3,5.2,4.6,
4846,1,13,29A,52,5,2004,70700,33.1,19.7,9.1,5.8,7.4,7.5,
4869,1,14,29A,52,8,2006,4300,33.1,12.4,2.9,4.6,7.4,4.9,
4890,1,14,29A,52,8,2006,31300,33.1,12.3,6.1,4.9,4.9,5.4,
4894,1,14,29A,52,8,2006,33500,33.1,8.4,4.6,5.3,5.1,3.9,
4973,1,15,29A,52,8,2009,30600,33.1,15.3,6.4,3.6,6.1,5.5,
5054,1,13,29B,11,7,2011,23000,33.1,19.1,4.3,3,2,1.3,
5989,1,13,4,23,7,2009,2700,33.1,6.6,6.1,4.4,8.4,9.3,FT
6043,1,13,4,31,7,2009,52400,33.1,8.5,4.6,8.8,10.3,12.7,
6132,1,13,4,43,7,2009,74000,33.1,11.9,3.5,4.2,4.7,5.4,
6980,1,12,8,71,8,2008,23900,33.1,12.9,4.9,3.9,2.6,2.7,
7272,1,20,9,23,6,2003,72300,33.1,6.3,2.4,5.9,7.7,3.9,
307,1,17,12,23,8,2014,82100,33.2,14.6,2.5,3.5,4.4,4.1,
888,1,13,15,11,8,2007,83800,33.2,8.2,6.8,6.9,3.9,1.8,
2063,1,12,21,34,11,2011,24100,33.2,16.6,6.4,0.1,0.5,5.1,
2125,1,12,21,34,11,2011,95300,33.2,19.4,4.7,5.9,6.2,6.8,
2314,1,12,22,42,8,2014,93800,33.2,9.5,3.7,3.6,4,3.4,
3604,1,13,24,43,8,2005,33900,33.2,11.2,3.2,2.6,3.9,2.4,
4158,1,13,27,62,7,2007,74800,33.2,7.4,7.1,8.4,9.3,7.7,Weeviled top
4520,1,13,29A,31,5,2004,94700,33.2,3.4,6.2,5.5,5.4,6.1,
4605,1,15,29A,31,8,2006,33000,33.2,6.1,4.7,5.9,5.6,5.4,
4843,1,13,29A,52,5,2004,61400,33.2,11.9,5.1,3.2,4.6,3.6,
4902,1,14,29A,52,8,2006,43300,33.2,12.7,6,2.8,4.4,3.8,
6100,1,13,4,43,7,2009,14900,33.2,6.7,3.1,4.3,7.1,5.4,
6248,1,13,6,25,8,2010,74000,33.2,9.7,5.6,5.4,5.5,5.5,
6322,1,13,6,53,8,2010,54500,33.2,9.6,2.3,4.9,6.7,6.2,
6871,1,12,8,14,8,2008,45100,33.2,6.4,0,4.6,6.9,7.1,
6934,1,12,8,42,8,2008,13500,33.2,8.7,12.2,6.4,3.8,5.7,
6995,1,12,8,71,8,2008,74500,33.2,9.7,4.5,4.7,2.8,4.9,
7113,1,25,9,21,8,2013,61400,33.2,5.2,3.9,4.1,11,12,
71,1,13,10,23,8,2010,55200,33.3,7.6,4.3,5.7,6.9,8.6,
1782,1,15,20,35,10,2008,92600,33.3,13,6.3,3.3,6.6,11.8,Forked top (1 dead)
3472,1,13,24,22,8,2005,81500,33.3,7.1,5.8,5.8,5.6,4.8,
3606,1,13,24,43,8,2005,35100,33.3,13.4,5.3,6.1,3.7,3.4,
4041,1,13,27,24,7,2007,83000,33.3,13.2,5.7,5.2,4,6.7,
4623,1,15,29A,31,8,2006,52300,33.3,12.9,6.5,3.8,4.3,4,
4670,1,13,29A,32,5,2004,45200,33.3,6.5,6.8,6.3,7.3,5.7,
4719,1,14,29A,32,8,2006,62300,33.3,7.6,4.6,3.8,4.4,4.1,
4723,1,14,29A,32,8,2006,72200,33.3,8.6,4.1,5.5,6,5.3,
4782,1,14,29A,32,8,2006,74900,33.3,17.6,4.7,3.7,4.1,5.1,
4825,1,13,29A,52,5,2004,34500,33.3,14.9,7.7,6.5,5.9,5.5,
4968,1,15,29A,52,8,2009,24100,33.3,16.7,5.7,5.2,6.8,5.3,
6207,1,13,6,22,8,2010,54400,33.3,6.5,3,2.6,5.2,7.4,Lean & Bend
986,1,13,15,44,8,2007,3200,33.4,11.7,6.7,5.3,7.3,5.9,Broken Top; lean
1270,1,20,16,31,8,2005,54000,33.4,4.1,10,9.8,10,8.2,
1297,1,22,16,31,6,2011,34500,33.4,17.1,4.6,7.3,8.8,3.6,
2176,1,12,22,31,8,2014,73800,33.4,15.8,5.2,4.1,5.4,4.8,"FT,WT"
2252,1,12,22,34,8,2014,92700,33.4,12.8,5.6,4.2,5.6,4.5,
4273,1,13,28,22,8,2007,72700,33.4,15.4,3.6,4.2,11.1,10,
4709,1,14,29A,32,8,2006,41700,33.4,4.6,7.3,6.5,6.4,7.7,
4729,1,14,29A,32,8,2006,75000,33.4,10.4,7.4,3.7,5.6,4.4,
4817,1,13,29A,52,5,2004,24100,33.4,15.3,6.6,3.9,4.2,3.3,
4859,1,13,29A,52,5,2004,93400,33.4,7.7,4.5,5.4,4.1,6.2,
4863,1,14,29A,52,8,2006,1700,33.4,12.1,8,5.7,4,4,
4899,1,14,29A,52,8,2006,42000,33.4,12,4.3,4.6,3.4,5,
4955,1,15,29A,52,8,2009,11900,33.4,15.4,5.2,3.3,4.6,5.2,
4980,1,15,29A,52,8,2009,33500,33.4,10.4,5,6.4,5.8,3.8,
4996,1,15,29A,52,8,2009,52100,33.4,13.1,4.9,4.6,4.6,5.5,
5590,1,12,30,81,10,2011,32900,33.4,11.1,9.5,6.1,2.7,10.2,"Lean, Dead top"
5611,1,12,30,81,10,2011,61700,33.4,7.2,6.1,5.7,5,4.2,
5712,1,11,32A,4,7,2009,23700,33.4,9.8,6.6,5.6,5.3,5.4,
6140,1,13,4,43,7,2009,92700,33.4,1.9,7.8,10,5.8,5.2,
7273,1,20,9,23,6,2003,72600,33.4,13,1.9,6.8,6.7,3.5,Broken top
7341,1,25,9,32,8,2013,14400,33.4,9.6,7.1,4,4.1,7.1,
557,1,15,12,43,6,2004,83300,33.5,7.2,6.4,4.9,5.2,6.8,
935,1,13,15,15,8,2007,82400,33.5,9.9,4.4,6.1,8.5,3.6,
1275,1,20,16,31,8,2005,71700,33.5,7.1,4.5,8.9,13,7.6,
1438,1,20,16,56,8,2005,53900,33.5,10.5,3,3.6,12.3,10.2,Broken top
1633,1,13,17,33,6,2005,13400,33.5,13.1,4.5,4,7.3,9.6,
1880,1,15,20,51,10,2008,53000,33.5,8.4,5.3,6.8,6.7,4.5,
3561,1,13,24,41,8,2005,42900,33.5,11.1,6.1,3.4,4.8,3.9,
3987,1,13,27,12,7,2007,31300,33.5,8,1.6,5.3,5.1,3.6,
4239,1,13,28,12,8,2007,85200,33.5,13.4,4.5,7.4,7.2,6.2,
4590,1,15,29A,31,8,2006,4700,33.5,8.3,7.4,3.7,5,5.4,
4600,1,15,29A,31,8,2006,14600,33.5,13.3,3.8,3.8,5.5,3.7,
4858,1,13,29A,52,5,2004,92800,33.5,12,8,6.9,9,7.9,
4866,1,14,29A,52,8,2006,2900,33.5,8,3.5,4.1,4.9,4.2,
4908,1,14,29A,52,8,2006,50900,33.5,14.7,7.8,4.5,6,5.8,
5057,1,13,29B,11,7,2011,24300,33.5,15.1,4.6,3.3,5.4,3,
5328,1,12,30,21,10,2011,1500,33.5,22.3,2.7,1.3,1.1,2,"Dead top, barely alive"
5371,1,12,30,21,10,2011,44600,33.5,14.4,0.6,1.2,4.3,2.8,
5479,1,12,30,51,10,2011,93700,33.5,19.3,2,3.1,3.1,4.1,
5666,1,12,30,83,10,2011,42600,33.5,22.4,0,0,7.2,1.1,BT
6123,1,13,4,43,7,2009,55900,33.5,6.8,9.2,7.6,8.7,5.7,
6144,1,13,6,12,8,2010,4400,33.5,10.4,5.6,4.7,9.1,6.7,
6209,1,13,6,22,8,2010,54800,33.5,9,3.9,4.11,5.4,1.7,
6964,1,12,8,42,8,2008,95100,33.5,11.6,5.7,6.9,4.2,3.4,
6969,1,12,8,71,8,2008,1900,33.5,16.9,3.4,3.2,5,0,
7001,1,12,8,72,8,2008,20400,33.5,3.5,0,3.3,6.1,6.8,
7338,1,25,9,32,8,2013,13600,33.5,17.9,5.5,9,4.9,1.1,
115,1,17,12,12,8,2014,5200,33.6,5,5.8,5.3,6.1,7.6,
230,1,15,12,15,6,2004,4600,33.6,20.1,4.8,2.8,2.3,4.8,Broken top
237,1,15,12,15,6,2004,34900,33.6,20.2,2.3,3.4,4.9,4.1,
372,1,15,12,23,6,2004,74100,33.6,8.1,4.6,3.4,6.8,5.1,
391,1,17,12,32,8,2014,34000,33.6,8,1.8,6.2,13.1,16.4,
1020,1,20,16,11,8,2005,14600,33.6,12.2,4.6,6.2,4.3,3.7,Broken top
1064,1,22,16,11,6,2011,14500,33.6,18,2.8,1.7,10.3,5,
1563,1,13,17,14,6,2005,33400,33.6,6.8,7.8,2.5,5.7,7,
1720,1,15,20,31,10,2008,64700,33.6,10.2,2.8,2.9,2.7,9.2,slight lean West
1793,1,15,20,43,10,2008,4400,33.6,12.1,4.4,6.3,4.9,4.9,
2012,1,12,21,32,11,2011,33000,33.6,10.6,2.8,4.5,6.2,1.11,"Lean East, top sweeps straight"
2200,1,11,22,31,6,2004,23300,33.6,10.9,4.8,3.9,4.7,3.1,
4501,1,13,29A,31,5,2004,53700,33.6,6,6.4,5.5,6,5.3,
4587,1,15,29A,31,8,2006,3800,33.6,11.8,5.1,5.3,3.7,3.6,
4638,1,15,29A,31,8,2006,74500,33.6,8.4,4.6,5.1,4.3,3.5,
4702,1,14,29A,32,8,2006,25100,33.6,7.8,2.6,3.1,5.6,6.3,
4763,1,14,29A,32,8,2006,44400,33.6,7.8,6.5,4.9,6.7,4.1,
4893,1,14,29A,52,8,2006,33400,33.6,9.6,5.7,3.7,6.1,5.2,
4969,1,15,29A,52,8,2009,24400,33.6,12,6.4,7.7,5.8,5.1,
5203,1,13,29B,35,7,2011,41700,33.6,18.9,3.4,3.8,4.5,2.9,
5221,1,13,29B,35,7,2011,63000,33.6,11.9,6.4,5,3.6,4.2,
5546,1,12,30,73,10,2011,65200,33.6,19,4.9,7.3,5.4,1.7,
6115,1,13,4,43,7,2009,44000,33.6,4.9,6,5.5,8,8.3,
6182,1,13,6,12,8,2010,94800,33.6,4.5,5.5,9.2,4.5,3.4,
6282,1,13,6,42,8,2010,94500,33.6,9.5,2.9,7.6,9.4,5.8,
6885,1,12,8,14,8,2008,81500,33.6,8.6,10.7,7.4,7.1,9.9,
7398,1,20,9,32,6,2003,22600,33.6,11.2,8.8,3.7,3.1,9,Broken top
73,1,13,10,23,8,2010,62800,33.7,8,10.1,11.7,11,6.6,
178,1,15,12,12,6,2004,72500,33.7,14.9,4.7,5,6.5,6,
402,1,17,12,32,8,2014,60600,33.7,8.5,5.9,5.6,6.9,3.1,
891,1,13,15,11,8,2007,93000,33.7,9.8,8.3,5.8,5.9,6.1,
3609,1,13,24,43,8,2005,44000,33.7,9,4.5,3.7,4.8,5.6,
4414,1,13,28,51,8,2007,65300,33.7,10.5,8,2.8,6.4,6.4,
4528,1,14,29A,31,8,2006,4700,33.7,6.5,6,4.1,4.5,4,
4596,1,15,29A,31,8,2006,12600,33.7,5.4,6.6,5.8,9,8,
4621,1,15,29A,31,8,2006,44900,33.7,12.6,5.6,4.8,5.5,4.3,
4813,1,13,29A,52,5,2004,21600,33.7,12.1,5.6,3.6,3.7,5.5,
5081,1,13,29B,11,7,2011,63700,33.7,9.1,0,3.3,6.7,6.9,"Lean, J-shaped"
5146,1,13,29B,22,7,2011,52600,33.7,17.5,4.3,4,2.1,1.6,
5335,1,12,30,21,10,2011,4700,33.7,11.3,2.3,0.11,5,5.9,
6133,1,13,4,43,7,2009,74200,33.7,4.5,10.5,6.5,7.6,7.7,
265,1,17,12,23,8,2014,20500,33.8,15.1,4,5.4,6.9,4.8,
452,1,15,12,32,6,2004,81100,33.8,7.4,2.6,5.3,2.9,3.2,
861,1,13,15,11,8,2007,11300,33.8,8.7,4.3,4.5,5.2,5.9,
2268,1,11,22,34,6,2004,84100,33.8,10.6,3.3,2.1,3.3,6.1,
3406,1,13,23B,31,8,2011,75000,33.8,23.6,0,4.2,2.7,1.2,BT
3536,1,13,24,31,8,2005,93900,33.8,5.6,5.4,7.8,6.8,3.4,
4152,1,13,27,62,7,2007,44500,33.8,12,1.2,2.2,8.5,7.2,lean
4566,1,14,29A,31,8,2006,65100,33.8,12,5.6,3.8,3.7,4.5,
4585,1,15,29A,31,8,2006,3600,33.8,11.3,4.9,3.8,5,3.1,
4643,1,15,29A,31,8,2006,84000,33.8,8.4,4.6,5.1,5.7,4.9,
4698,1,14,29A,32,8,2006,14300,33.8,13.1,3,3.7,3.6,3,
4833,1,13,29A,52,5,2004,43800,33.8,12.5,8,6.3,5.8,4.6,
4978,1,15,29A,52,8,2009,33000,33.8,19.4,4.3,3.8,4.1,4.2,
6952,1,12,8,42,8,2008,63600,33.8,7.1,3.3,5.1,6.5,7.7,
187,1,15,12,12,6,2004,94600,33.9,11.7,8.9,7.3,4.9,7.6,
1001,1,13,15,44,8,2007,63500,33.9,17.5,5.2,4,2.5,2.1,Broken top
1697,1,15,20,31,10,2008,24900,33.9,6.9,5.1,2.9,6.4,11.8,
1959,1,12,21,13,11,2011,24000,33.9,12.4,5.1,10.2,8.2,3.2,Lean East
2018,1,12,21,32,11,2011,34900,33.9,13.1,4.8,4.11,3.1,3.1,Lean East
2209,1,12,22,34,8,2014,2100,33.9,14.5,3.3,2.5,4.8,2.5,
2263,1,11,22,34,6,2004,72300,33.9,7.3,2.9,4.8,4.2,6.1,
3557,1,13,24,41,8,2005,31600,33.9,8,4.8,8.8,5.5,1.1,
4080,1,13,27,33,7,2007,71700,33.9,6.7,11.5,7.8,7.8,6.5,
4624,1,15,29A,31,8,2006,53300,33.9,12.3,4.4,3.4,7.5,6.2,
4812,1,13,29A,52,5,2004,15000,33.9,12.4,7.5,7.9,6.9,4.1,
4961,1,15,29A,52,8,2009,15000,33.9,12.1,6.1,8.4,6.8,5,
4965,1,15,29A,52,8,2009,23400,33.9,13.7,6,5.7,7.8,8.5,
5211,1,13,29B,35,7,2011,51000,33.9,17.1,2.1,2.5,5.8,4.7,
6186,1,13,6,14,8,2010,92800,33.9,15.4,3.1,3.3,5.6,4.3,
6191,1,13,6,22,8,2010,15100,33.9,7.2,1.7,5.7,5.1,5.6,
6830,1,12,8,11,8,2008,93800,33.9,9.6,9.3,6.2,2.7,6.5,
6865,1,12,8,14,8,2008,42600,33.9,6.2,7.1,5.7,10,9,Lean
6966,1,12,8,42,8,2008,95300,33.9,13.1,4.5,4.9,2.6,2,
6973,1,12,8,71,8,2008,3200,33.9,9.1,5.2,6.7,7.8,2.5,
6982,1,12,8,71,8,2008,24900,33.9,0.2,0,14.5,0,12.1,"Broken Top, Forked Top,(3 leaders, 2 dead)"
106,1,17,12,12,8,2014,1100,34,9.7,7,5.8,7.7,6.9,
302,1,17,12,23,8,2014,73500,34,17.7,,,,,"Water in plot, no measurements"
449,1,15,12,32,6,2004,72400,34,10.3,7.4,9,9.5,8.7,
937,1,13,15,15,8,2007,84000,34,7.8,6.8,11.8,5.6,8.5,
1505,1,22,16,56,6,2011,70700,34,23.3,5,6.3,2.8,5.2,BT
1834,1,15,20,44,10,2008,31900,34,10,6.8,5.8,5.4,4.3,
1849,1,15,20,44,10,2008,74800,34,3.4,1.3,4.9,6.7,6.2,
3599,1,13,24,43,8,2005,32600,34,17.9,2.6,2.5,4.6,5.3,
4616,1,15,29A,31,8,2006,42900,34,10.9,3.8,4.9,4,5,
4758,1,14,29A,32,8,2006,34000,34,6.5,4.1,3.2,4,5.3,
4769,1,14,29A,32,8,2006,54900,34,15.9,4.7,3.9,4.6,4.4,
4839,1,13,29A,52,5,2004,52800,34,10.6,6.9,3.9,3.8,4.8,
4864,1,14,29A,52,8,2006,2200,34,13.5,4.8,2.9,3.7,4.4,
4873,1,14,29A,52,8,2006,11500,34,13.5,6.9,3.8,5.2,4,
5135,1,13,29B,22,7,2011,32300,34,20.3,0.7,2,3.7,3.8,Height - guess (top blocked by maple)
5607,1,12,30,81,10,2011,53700,34,13.1,3.4,4.2,1.8,3.11,"BT, FT"
6052,1,13,4,31,7,2009,84000,34,5.6,12,9.4,8.2,6.9,FT / BT
6090,1,13,4,41,7,2009,85000,34,2.2,3.6,12.8,11.7,7.2,
6121,1,13,4,43,7,2009,55400,34,7.6,6.4,5.1,3.1,7.3,
6183,1,13,6,12,8,2010,95200,34,9.7,7.5,6.3,6.7,6.3,
7437,1,20,9,32,6,2003,93100,34,20.8,4,3.3,3.9,2.4,Broken top
46,1,13,10,11,8,2010,81700,34.1,14.8,2.2,2.7,3.6,2.1,
440,1,15,12,32,6,2004,41500,34.1,10.3,2.8,4.5,3.3,5,
964,1,13,15,31,8,2007,75000,34.1,16.6,7.4,0,0.5,6.7,8' dead top
992,1,13,15,44,8,2007,42600,34.1,14.3,3.1,9.1,11.6,2.6,Broken Top; lean
1393,1,22,16,34,6,2011,90600,34.1,12.7,9.9,7.7,4.1,2.5,
1759,1,15,20,35,10,2008,60600,34.1,10.7,7.1,1.9,12.8,14.1,
1951,1,12,21,13,11,2011,14800,34.1,12.8,7.7,7.9,7,1.1,"FT, Lean/sweep North"
3587,1,13,24,41,8,2005,91900,34.1,13.3,6.9,18,7.7,0,Guess
4001,1,13,27,12,7,2007,80700,34.1,10.8,5.3,4.4,5.4,3.5,
4167,1,13,27,64,7,2007,32000,34.1,7.5,9.2,5.9,8.9,9.1,
4256,1,13,28,22,8,2007,35000,34.1,13.4,4.2,4.9,5.5,4.8,
4597,1,15,29A,31,8,2006,12700,34.1,13.3,4.1,5.3,6.2,4.8,
4626,1,15,29A,31,8,2006,54500,34.1,9.3,4.9,3.5,4.2,4.7,
4628,1,15,29A,31,8,2006,54700,34.1,10,5.5,4.7,5,2.3,
4727,1,14,29A,32,8,2006,74500,34.1,14.2,6.1,4.3,3.8,6.1,
4911,1,14,29A,52,8,2006,52600,34.1,12.9,7.5,6,5.3,4.2,
4952,1,15,29A,52,8,2009,4600,34.1,11.6,4.8,4.7,9,8.3,
5056,1,13,29B,11,7,2011,24000,34.1,8.9,2.7,2,7.1,4.2,
5073,1,13,29B,11,7,2011,44900,34.1,14.9,3.4,4.3,6.1,1.3,
6196,1,13,6,22,8,2010,34000,34.1,8.8,4.3,5.1,4.3,7.6,
6324,1,13,6,53,8,2010,63800,34.1,8.7,7.2,5.5,4.11,7.1,
6957,1,12,8,42,8,2008,71300,34.1,17.4,4.8,3.7,4.3,6.5,
883,1,13,15,11,8,2007,74000,34.2,9.2,4.6,3.3,4.3,3,
1451,1,20,16,56,8,2005,84600,34.2,11.2,2.7,2.4,6.9,6,
1961,1,12,21,13,11,2011,32100,34.2,13,5.7,5.1,2.3,7,
